t_s,target_deg_s,velocity_deg_s,diag,config
7.287680932000512,-60,-0.084,FB0000021D000002,5014000000020100
7.338031037001201,-60,-0.338,FB0000021D000002,5014000000020100
7.388344290000532,-60,0.338,FB0000021D000002,5014000000020100
7.438680702001875,-60,0.169,FB0000021D000002,5014000000020100
7.489040312000725,-60,0.0,FB0000021D000002,5014000000020100
7.539424450998922,-60,-0.254,FB0000021D000002,5014000000020100
7.5897682790018735,-60,-0.169,FB0000021D000002,5014000000020100
7.640158682999754,-60,0.169,FB0000021D000002,5014000000020100
7.690497501000209,-60,0.254,FB0000021D000002,5014000000020100
7.7407329180023225,-60,0.0,FB0000021D000002,5014000000020100
7.791065422999964,-60,-0.423,FB0000021D000002,5014000000020100
7.841422596000484,-60,-0.169,FB0000021D000002,5014000000020100
7.89172885500011,-60,0.254,FB0000021D000002,5014000000020100
7.942058499000268,-60,0.169,FB0000021D000002,5014000000020100
7.992321461999381,-60,-0.085,FB0000021D000002,5014000000020100
8.042527666999376,-60,-0.169,FB0000021D000002,5014000000020100
8.092767916001321,-60,-0.085,FB0000021D000002,5014000000020100
8.143042794999928,-60,0.254,FB0000021D000002,5014000000020100
8.193285094999737,-60,-0.169,FB0000021D000002,5014000000020100
8.24355067000215,-60,0.0,FB0000021D000002,5014000000020100
8.293784503999632,-60,-0.085,FB0000021D000002,5014000000020100
8.344019120002486,-60,0.0,FB0000021D000002,5014000000020100
8.394245426999987,-60,0.169,FB0000021D000002,5014000000020100
8.444521352001175,-60,-0.169,FB0000021D000002,5014000000020100
8.49476666800183,-60,0.169,FB0000021D000002,5014000000020100
8.545000967002125,-60,-0.084,FB0000021D000002,5014000000020100
8.595258659999672,-60,-0.085,FB0000021D000002,5014000000020100
8.645498591999058,-60,-0.169,FB0000021D000002,5014000000020100
8.695725809000578,-60,0.084,FB0000021D000002,5014000000020100
8.7458994180015,-60,0.084,FB0000021D000002,5014000000020100
8.796194319998904,-60,0.0,FB0000021D000002,5014000000020100
8.84633464199942,-60,0.0,FB0000021D000002,5014000000020100
8.89644304399917,-60,-0.084,FB0000021D000002,5014000000020100
8.946573289998923,-60,-0.084,FB0000021D000002,5014000000020100
8.996713985001406,-60,0.084,FB0000021D000002,5014000000020100
9.046847650999553,-60,-0.084,FB0000021D000002,5014000000020100
9.097016874002293,-60,0.084,FB0000021D000002,5014000000020100
9.147180410000146,-60,0.254,FB0000021D000002,5014000000020100
9.197313232001761,-60,-0.254,FB0000021D000002,5014000000020100
9.247500323999702,-60,0.084,FB0000021D000002,5014000000020100
9.297718310001073,-60,-0.169,FB0000021D000002,5014000000020100
9.347884605002037,0,-0.169,FB0000021D000002,5014000000020100
9.398065195000527,0,0.253,FB0000021D000002,5014000000020100
9.448263498001324,0,0.0,FB0000021D000002,5014000000020100
9.49851532500179,0,0.0,FB0000021D000002,5014000000020100
9.54865580600017,0,0.0,FB0000021D000002,5014000000020100
9.598805449000793,0,0.084,FB0000021D000002,5014000000020100
9.648923921002279,0,0.169,FB0000021D000002,5014000000020100
9.699044031000085,0,-0.169,FB0000021D000002,5014000000020100
9.749174729000515,0,0.169,FB0000021D000002,5014000000020100
9.799348907999956,0,0.084,FB0000021D000002,5014000000020100
9.849521621999884,0,-0.084,FB0000021D000002,5014000000020100
9.899700861999008,0,0.0,FB0000021D000002,5014000000020100
9.949873852001474,0,-0.254,FB0000021D000002,5014000000020100
10.000039328002458,0,0.169,FB0000021D000002,5014000000020100
10.050162749001174,0,-0.085,FB0000021D000002,5014000000020100
10.10031139000057,0,0.085,FB0000021D000002,5014000000020100
10.150457919000473,0,0.0,FB0000021D000002,5014000000020100
10.20059199699972,0,0.084,FB0000021D000002,5014000000020100
10.250718162998965,0,0.169,FB0000021D000002,5014000000020100
10.30089917800069,0,-0.169,FB0000021D000002,5014000000020100
10.35102307499983,0,0.254,FB0000021D000002,5014000000020100
10.401169093001954,0,-0.084,FB0000021D000002,5014000000020100
10.451328195002134,0,-0.338,FB0000021D000002,5014000000020100
10.501497446999565,0,0.085,FB0000021D000002,5014000000020100
10.551644320999912,0,0.084,FB0000021D000002,5014000000020100
10.601820890999079,0,-0.084,FB0000021D000002,5014000000020100
10.651978339999914,0,0.0,FB0000021D000002,5014000000020100
10.70213325900113,0,0.169,FB0000021D000002,5014000000020100
10.752281786000822,0,-0.084,FB0000021D000002,5014000000020100
10.802438136001001,0,-0.169,FB0000021D000002,5014000000020100
10.852590214999509,0,0.0,FB0000021D000002,5014000000020100
10.902773411002272,0,0.423,FB0000021D000002,5014000000020100
10.95295723900199,0,-0.254,FB0000021D000002,5014000000020100
11.003116256000794,0,0.0,FB0000021D000002,5014000000020100
11.053256344999681,0,-0.254,FB0000021D000002,5014000000020100
11.103440060000139,0,0.254,FB0000021D000002,5014000000020100
11.153607842999918,0,-0.169,FB0000021D000002,5014000000020100
11.203796780999255,0,0.085,FB0000021D000002,5014000000020100
11.25394949800102,0,0.0,FB0000021D000002,5014000000020100
11.304311178999342,0,-0.085,FB0000021D000002,5014000000020100
11.905084884001553,0,0.0,FB0000021D000002,5014000000020100
